destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,1,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Bar,1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,1,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,4~8,gt8,1~3,1~3,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Bar,1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,Bar,1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,Bar,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,0,0,1,0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,0,1,0
Home,Alone,Sunny,55,6PM,Bar,1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,1,0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,never,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,0,0,1,0,1
